,count,id,len,maior,menor,mean,median,predicted
7319,732,10438,1000000,2147481579,-2147482930,1253655,3535313,2
7320,733,10440,1000000,2147482294,-2147480369,1060637,1134267,2
7321,733,10442,1000000,2147473410,-2147480681,-560879,-1084476,2
7322,733,10443,1000000,2147483292,-2147482600,916441,321678,2
7323,733,10444,1000000,2147481123,-2147483026,-1276101,-1383408,2
7324,733,10445,1000000,2147481295,-2147476140,268771,574036,2
7325,733,10446,1000000,2147482478,-2147475946,2167663,3577375,2
7326,733,10447,1000000,2147475474,-2147481285,-990448,-1973847,2
7327,733,10448,1000000,2147471643,-2147478805,-1223470,126735,2
7328,733,10449,1000000,2147479598,-2147476900,1617625,1106408,2
7329,733,10450,1000000,2147483411,-2147478973,-1391969,-1858109,2
7330,734,10451,1000000,2147479779,-2147481108,1554044,1893722,2
7331,734,10452,1000000,2147475674,-2147483376,653771,1643933,2
7332,734,10454,1000000,2147482476,-2147481133,1422466,1149968,2
7333,734,10455,1000000,2147476275,-2147478758,-184338,1635978,2
7334,734,10456,1000000,2147477202,-2147473538,1174682,2891074,2
7335,734,10458,1000000,2147482025,-2147477866,-212821,-700484,2
7336,734,10459,1000000,2147477048,-2147482275,914642,-140972,2
7337,734,10461,1000000,2147469118,-2147482432,-2113307,-2546114,2
7338,734,10462,1000000,2147480080,-2147481911,-1514462,-2950505,2
7339,734,10466,1000000,2147476062,-2147481854,1800316,3620205,2
7340,735,10467,1000000,2147477994,-2147482977,2519559,3586976,2
7341,735,10468,1000000,2147480505,-2147480462,1356543,1534689,2
7342,735,10469,1000000,2147483193,-2147483620,532273,235141,2
7343,735,10470,1000000,2147481799,-2147483352,-2035240,-3296263,2
7344,735,10471,1000000,2147480950,-2147477015,1639601,2082171,2
7345,735,10472,1000000,2147479797,-2147483101,1747155,2953518,2
7346,735,10473,1000000,2147478607,-2147483426,487120,-701763,2
7347,735,10475,1000000,2147483435,-2147483280,-371403,9214,2
7348,735,10476,1000000,2147479537,-2147477277,-253302,-12983,2
7349,735,10477,1000000,2147478657,-2147479896,-1058789,-1376906,2
7350,736,10479,1000000,2147471708,-2147480308,-342244,38833,2
7351,736,10480,1000000,2147482993,-2147483030,-880730,-1851856,2
7352,736,10481,1000000,2147482123,-2147474554,1117197,1744058,2
7353,736,10482,1000000,2147483400,-2147481357,-281937,-639021,2
7354,736,10483,1000000,2147480855,-2147482845,82654,1379799,2
7355,736,10484,1000000,2147474597,-2147479634,1816295,4299586,2
7356,736,10485,1000000,2147481137,-2147475582,1177269,2444164,2
7357,736,10486,1000000,2147483413,-2147475098,2086277,2843649,2
7358,736,10487,1000000,2147476936,-2147477654,-1224343,190188,2
7359,736,10488,1000000,2147477691,-2147469844,-147009,427325,2
7360,737,10489,1000000,2147471650,-2147482265,420089,1457429,2
7361,737,10490,1000000,2147478454,-2147481662,-1155139,70561,2
7362,737,10492,1000000,2147482274,-2147482307,1206170,245758,2
7363,737,10493,1000000,2147482744,-2147482179,-1066803,-3677928,2
7364,737,10494,1000000,2147480438,-2147474838,-1973308,-2906061,2
7365,737,10495,1000000,2147482573,-2147482445,-1176756,-2528267,2
7366,737,10498,1000000,2147469289,-2147469534,1922392,3435246,2
7367,737,10499,1000000,2147477981,-2147482311,291304,968840,2
7368,737,10501,1000000,2147472687,-2147483088,1171906,2214324,2
7369,737,10502,1000000,2147480194,-2147480332,1266109,1999102,2
7370,738,10504,1000000,2147479188,-2147483038,-2380370,-2372400,2
7371,738,10505,1000000,2147479153,-2147473653,-1137424,-2915453,2
7372,738,10506,1000000,2147477033,-2147483615,-1231910,-2776704,2
7373,738,10507,1000000,2147478947,-2147479325,-387910,-930466,2
7374,738,10509,1000000,2147483210,-2147477118,-495238,19871,2
7375,738,10512,1000000,2147478851,-2147475747,240493,-1147147,2
7376,738,10513,1000000,2147478704,-2147482860,-860950,-1187136,2
7377,738,10515,1000000,2147482194,-2147479321,140565,-933885,2
7378,738,10516,1000000,2147475428,-2147482756,-568888,-836728,2
7379,738,10517,1000000,2147479838,-2147483222,613742,996304,2
7380,739,10518,1000000,2147481786,-2147481236,-178570,-421537,2
7381,739,10521,1000000,2147476447,-2147480584,1586297,2316663,2
7382,739,10522,1000000,2147477721,-2147473782,2563072,4159680,2
7383,739,10524,1000000,2147483199,-2147478820,2633985,2217609,2
7384,739,10525,1000000,2147477269,-2147477463,-665749,-3083570,2
7385,739,10527,1000000,2147482143,-2147479135,901762,-344603,2
7386,739,10528,1000000,2147480568,-2147481407,663027,414566,2
7387,739,10529,1000000,2147479629,-2147482295,-314273,-916614,2
7388,739,10530,1000000,2147482894,-2147479709,307391,-14148,2
7389,739,10531,1000000,2147481058,-2147479392,-415738,-2489396,2
7390,740,10532,1000000,2147474852,-2147474163,228105,188430,2
7391,740,10535,1000000,2147483560,-2147476155,-95947,2076366,2
7392,740,10536,1000000,2147473956,-2147479558,1210223,2620965,2
7393,740,10537,1000000,2147473306,-2147481241,-443276,382800,2
7394,740,10538,1000000,2147480457,-2147479586,-216102,728787,2
7395,740,10539,1000000,2147478029,-2147481366,2577578,2771783,2
7396,740,10541,1000000,2147468046,-2147474563,1380468,1568042,2
7397,740,10546,1000000,2147482765,-2147470724,-297746,293578,2
7398,740,10547,1000000,2147471598,-2147480990,906510,1129421,2
7399,740,10548,1000000,2147483586,-2147480499,-355893,12128,2
7400,741,10549,1000000,2147481566,-2147482640,-1197185,-2241220,2
7401,741,10553,1000000,2147459631,-2147472860,-280092,890786,2
7402,741,10554,1000000,2147475274,-2147478672,-283513,-264963,2
7403,741,10555,1000000,2147483082,-2147478886,135241,944047,2
7404,741,10556,1000000,2147481773,-2147483121,2304387,1104588,2
7405,741,10559,1000000,2147475609,-2147483007,-310991,-839246,2
7406,741,10560,1000000,2147477647,-2147483397,-237830,-237339,2
7407,741,10561,1000000,2147479215,-2147482292,-1461388,-2770896,2
7408,741,10562,1000000,2147480253,-2147483483,1124233,342794,2
7409,741,10564,1000000,2147481963,-2147472835,-1212199,-147045,2
7410,742,10566,1000000,2147483311,-2147468125,-1527577,-644247,2
7411,742,10567,1000000,2147481934,-2147478846,1070386,865633,2
7412,742,10568,1000000,2147483101,-2147473905,-124394,-1449804,2
7413,742,10570,1000000,2147479536,-2147459175,2511500,4205809,2
7414,742,10572,1000000,2147470686,-2147473009,-1468666,-2251313,2
7415,742,10573,1000000,2147481482,-2147476076,-276114,1135223,2
7416,742,10575,1000000,2147479486,-2147476317,-766665,-397408,2
7417,742,10577,1000000,2147483453,-2147483083,582216,339913,2
7418,742,10578,1000000,2147482550,-2147477694,-191213,798376,2
7419,742,10579,1000000,2147477785,-2147480293,-949720,-1929455,2
7420,743,10580,1000000,2147483408,-2147481742,-665085,-1080357,2
7421,743,10582,1000000,2147479563,-2147477589,149326,791364,2
7422,743,10584,1000000,2147480947,-2147481378,-588741,-593469,2
7423,743,10586,1000000,2147476682,-2147469596,-916500,-679061,2
7424,743,10587,1000000,2147475043,-2147478733,728636,-839929,2
7425,743,10588,1000000,2147481376,-2147474529,323388,-1968716,2
7426,743,10589,1000000,2147478171,-2147477861,-539191,-1823393,2
7427,743,10590,1000000,2147467178,-2147481837,200943,1549360,2
7428,743,10591,1000000,2147483236,-2147481357,1462154,1385000,2
7429,743,10592,1000000,2147483470,-2147476704,-957333,-801508,2
7430,744,10593,1000000,2147483060,-2147483467,731793,2445699,2
7431,744,10594,1000000,2147477732,-2147483333,-311149,-1650873,2
7432,744,10597,1000000,2147469237,-2147478736,352405,1932358,2
7433,744,10599,1000000,2147469900,-2147478206,-1333893,-1183450,2
7434,744,10600,1000000,2147478167,-2147477825,2275698,5110710,2
7435,744,10601,1000000,2147474595,-2147475405,-2822865,-2847702,2
7436,744,10604,1000000,2147465890,-2147479955,-195042,-1728486,2
7437,744,10605,1000000,2147483050,-2147471276,-321324,-884320,2
7438,744,10606,1000000,2147483363,-2147482067,-3519956,-4918684,2
7439,744,10608,1000000,2147481039,-2147482062,1729865,3806851,2
7440,745,10610,1000000,2147483269,-2147479514,1202112,970111,2
7441,745,10611,1000000,2147482309,-2147477339,-1400497,-2703345,2
7442,745,10612,1000000,2147481138,-2147477126,1151424,2007020,2
7443,745,10613,1000000,2147477352,-2147478627,-825442,-744695,2
7444,745,10614,1000000,2147483183,-2147482523,448995,2266119,2
7445,745,10615,1000000,2147481548,-2147482287,1921832,3192943,2
7446,745,10616,1000000,2147482263,-2147482909,-1674848,-2418871,2
7447,745,10617,1000000,2147481898,-2147473653,-2463152,-1877306,2
7448,745,10618,1000000,2147482735,-2147482242,-109376,-1357982,2
7449,745,10619,1000000,2147466707,-2147467546,-702866,-1863687,2
7450,746,10620,1000000,2147480027,-2147480684,1525476,2734736,2
7451,746,10621,1000000,2147480711,-2147481752,-1845453,-2263977,2
7452,746,10623,1000000,2147483606,-2147474275,-1416762,-2003050,2
7453,746,10624,1000000,2147483595,-2147482526,-1107192,-1302824,2
7454,746,10626,1000000,2147478593,-2147483318,244168,926727,2
7455,746,10627,1000000,2147473578,-2147480811,461008,1853493,2
7456,746,10629,1000000,2147481194,-2147481529,976426,1418144,2
7457,746,10631,1000000,2147476489,-2147483481,-412023,-629577,2
7458,746,10632,1000000,2147482476,-2147483001,461493,-337016,2
7459,746,10635,1000000,2147472993,-2147481958,405767,434472,2
7460,747,10636,1000000,2147475906,-2147483570,-920848,-1001599,2
7461,747,10637,1000000,2147475891,-2147475646,304106,-658554,2
7462,747,10638,1000000,2147483223,-2147477554,-30377,-3097356,2
7463,747,10639,1000000,2147479024,-2147473378,3366929,5840111,2
7464,747,10640,1000000,2147479444,-2147474814,-1801483,-2578669,2
7465,747,10641,1000000,2147479743,-2147468323,3092739,3993871,2
7466,747,10642,1000000,2147480532,-2147483464,221178,124603,2
7467,747,10643,1000000,2147481984,-2147477610,744375,2394792,2
7468,747,10645,1000000,2147472627,-2147474951,-442236,-59649,2
7469,747,10646,1000000,2147483437,-2147481141,-1255870,-2232048,2
7470,748,10647,1000000,2147481798,-2147480042,187132,682852,2
7471,748,10648,1000000,2147476598,-2147465038,5051,9932,2
7472,748,10650,1000000,2147471186,-2147479245,290983,-312786,2
7473,748,10652,1000000,2147481544,-2147475127,86995,166103,2
7474,748,10653,1000000,2147476892,-2147475304,1273481,1077529,2
7475,748,10654,1000000,2147480887,-2147482139,348788,-320600,2
7476,748,10655,1000000,2147481540,-2147476751,-501344,-1116485,2
7477,748,10657,1000000,2147478240,-2147478780,-680110,-2430516,2
7478,748,10658,1000000,2147482256,-2147481923,-2155790,-2414100,2
7479,748,10659,1000000,2147480918,-2147482591,-1651981,-2922690,2
7480,749,10660,1000000,2147483066,-2147482174,-994798,-585903,2
7481,749,10662,1000000,2147482362,-2147481846,-336126,-1143746,2
7482,749,10664,1000000,2147479364,-2147481332,-1057134,-2105130,2
7483,749,10667,1000000,2147472768,-2147481846,-1697248,-1204589,2
7484,749,10668,1000000,2147482055,-2147478428,-88382,1802649,2
7485,749,10669,1000000,2147478796,-2147481273,-30279,-490470,2
7486,749,10672,1000000,2147482286,-2147483310,-925935,-1350083,2
7487,749,10673,1000000,2147480640,-2147480622,-716214,-1318690,2
7488,749,10674,1000000,2147473414,-2147474350,1197761,2239747,2
7489,749,10675,1000000,2147483371,-2147482562,2771091,5282326,2
7490,750,10676,1000000,2147482330,-2147482749,-3727016,-5200703,2
7491,750,10677,1000000,2147479323,-2147479441,-1103088,-3507800,2
7492,750,10678,1000000,2147480128,-2147482079,752306,440775,2
7493,750,10680,1000000,2147483367,-2147483141,-750032,-302052,2
7494,750,10681,1000000,2147481696,-2147483384,782471,-908442,2
7495,750,10683,1000000,2147482232,-2147483147,284405,820942,2
7496,750,10684,1000000,2147479664,-2147476920,508580,3462585,2
7497,750,10688,1000000,2147482119,-2147474277,49615,-300761,2
7498,750,10689,1000000,2147477258,-2147483444,-2647627,-3355503,2
7499,750,10690,1000000,2147470029,-2147468192,999700,789292,2
7500,751,10691,1000000,2147476043,-2147478836,1710864,2129989,2
7501,751,10693,1000000,2147482583,-2147476550,-573330,620088,2
7502,751,10694,1000000,2147477936,-2147483152,-764468,-263606,2
7503,751,10695,1000000,2147482066,-2147480809,601124,2196677,2
7504,751,10697,1000000,2147482253,-2147481798,224530,-614604,2
7505,751,10699,1000000,2147478591,-2147481398,-942474,-1225317,2
7506,751,10700,1000000,2147482041,-2147476474,-1200301,-2002669,2
7507,751,10702,1000000,2147478773,-2147474965,-3804515,-6289445,2
7508,751,10703,1000000,2147474117,-2147483255,-3505149,-4557333,2
7509,751,10704,1000000,2147478771,-2147469494,267827,333019,2
7510,752,10706,1000000,2147478814,-2147482841,256176,1169216,2
7511,752,10707,1000000,2147481278,-2147475560,-2665393,-3582005,2
7512,752,10708,1000000,2147481808,-2147480435,-466466,-1191651,2
7513,752,10710,1000000,2147479924,-2147478110,-438997,-2325064,2
7514,752,10711,1000000,2147480218,-2147477791,-274141,-109624,2
7515,752,10714,1000000,2147481749,-2147481868,-172543,-968950,2
7516,752,10721,1000000,2147480203,-2147479076,-13263,1602833,2
7517,752,10722,1000000,2147477551,-2147482521,-455483,-1244499,2
7518,752,10723,1000000,2147474058,-2147483427,-331528,-1001969,2
7519,752,10724,1000000,2147483603,-2147479871,-485374,-4327731,2
7520,753,10725,1000000,2147469532,-2147483212,-2008912,-2943723,2
7521,753,10726,1000000,2147482816,-2147482311,747643,1227404,2
7522,753,10727,1000000,2147483593,-2147473523,1197339,1918730,2
7523,753,10728,1000000,2147482154,-2147474039,-512496,-728089,2
7524,753,10729,1000000,2147481231,-2147480650,-1134754,-1779663,2
7525,753,10730,1000000,2147479790,-2147479881,812561,1691142,2
7526,753,10731,1000000,2147481350,-2147478034,362260,981530,2
7527,753,10732,1000000,2147461440,-2147476334,-495877,-833372,2
7528,753,10733,1000000,2147479611,-2147481746,1037046,1446507,2
7529,753,10737,1000000,2147482954,-2147480111,2568657,3872277,2
7530,754,10738,1000000,2147478000,-2147480330,1027380,425030,2
7531,754,10739,1000000,2147483032,-2147479354,-1438598,-1696918,2
7532,754,10740,1000000,2147474710,-2147482010,609160,-1892,2
7533,754,10741,1000000,2147471205,-2147470409,-137785,979872,2
7534,754,10742,1000000,2147482872,-2147481209,-1966744,-3618547,2
7535,754,10745,1000000,2147476108,-2147482479,-881910,-1311764,2
7536,754,10746,1000000,2147476792,-2147480411,1835778,3028620,2
7537,754,10747,1000000,2147481054,-2147482321,-1326550,-1408196,2
7538,754,10748,1000000,2147483297,-2147482697,-1560334,-5068040,2
7539,754,10751,1000000,2147482106,-2147483173,2172801,4192999,2
7540,755,10752,1000000,2147479444,-2147476888,1387254,1584678,2
7541,755,10753,1000000,2147483252,-2147477959,-399102,-2544012,2
7542,755,10754,1000000,2147482249,-2147478800,2093191,3406992,2
7543,755,10755,1000000,2147472801,-2147479423,138677,-875172,2
7544,755,10756,1000000,2147478305,-2147478928,-1019001,-2001555,2
7545,755,10757,1000000,2147483053,-2147472482,-649447,893683,2
7546,755,10758,1000000,2147472877,-2147479268,-1755753,-2662565,2
7547,755,10759,1000000,2147483410,-2147483497,1230969,2275511,2
7548,755,10760,1000000,2147472776,-2147480686,941151,-632433,2
7549,755,10761,1000000,2147476096,-2147481261,230834,798857,2
7550,756,10762,1000000,2147482767,-2147480251,-757687,-1272805,2
7551,756,10763,1000000,2147483393,-2147481064,-410898,1305480,2
7552,756,10765,1000000,2147476118,-2147483403,-901222,-2342794,2
7553,756,10766,1000000,2147483170,-2147475895,-1138461,-315314,2
7554,756,10773,1000000,2147483324,-2147477203,-1229451,-849617,2
7555,756,10775,1000000,2147478152,-2147479085,-282315,-664996,2
7556,756,10776,1000000,2147480705,-2147477044,-362776,-1597894,2
7557,756,10777,1000000,2147481559,-2147480669,-965589,-1631975,2
7558,756,10778,1000000,2147479970,-2147469432,-368503,-1260910,2
7559,756,10780,1000000,2147481582,-2147483574,408883,1872653,2
7560,757,10782,1000000,2147471720,-2147479207,683212,687860,2
7561,757,10783,1000000,2147468026,-2147476229,203282,916722,2
7562,757,10784,1000000,2147475163,-2147480139,-1358974,-1957685,2
7563,757,10785,1000000,2147481270,-2147479063,116582,-2045143,2
7564,757,10787,1000000,2147481726,-2147483317,1421961,1721072,2
7565,757,10789,1000000,2147479412,-2147479592,-290253,-959556,2
7566,757,10790,1000000,2147473736,-2147479466,-598068,1996390,2
7567,757,10791,1000000,2147483152,-2147481924,1289600,735705,2
7568,757,10792,1000000,2147480239,-2147481371,890848,1867636,2
7569,757,10793,1000000,2147482295,-2147470225,-1630006,-3983356,2
7570,758,10795,1000000,2147482470,-2147482171,-385237,-1545746,2
7571,758,10796,1000000,2147482947,-2147482255,2535490,6521061,2
7572,758,10798,1000000,2147481843,-2147482872,-699179,246104,2
7573,758,10799,1000000,2147482722,-2147480952,-1607937,-3506657,2
7574,758,10800,1000000,2147479215,-2147483163,-209356,-457258,2
7575,758,10801,1000000,2147479242,-2147482424,-1234396,-1318397,2
7576,758,10802,1000000,2147480561,-2147481496,-333280,678294,2
7577,758,10803,1000000,2147475953,-2147481898,1631752,3159821,2
7578,758,10804,1000000,2147482285,-2147482525,293751,715397,2
7579,758,10805,1000000,2147482744,-2147480430,-1394943,-1412418,2
7580,759,10806,1000000,2147476646,-2147482424,-832819,-2684185,2
7581,759,10807,1000000,2147481330,-2147482910,-319903,284301,2
7582,759,10808,1000000,2147482534,-2147480555,-1040446,-2018259,2
7583,759,10809,1000000,2147481846,-2147474795,698438,2009709,2
7584,759,10811,1000000,2147483326,-2147481873,737835,533655,2
7585,759,10812,1000000,2147482354,-2147483353,748383,709381,2
7586,759,10814,1000000,2147464144,-2147477211,-56705,1541381,2
7587,759,10815,1000000,2147475148,-2147469976,434223,1582914,2
7588,759,10816,1000000,2147476263,-2147475783,-1540957,-1712419,2
7589,759,10817,1000000,2147482409,-2147481819,-1487447,-2238888,2
7590,760,10818,1000000,2147474885,-2147483341,-784799,-1563435,2
7591,760,10820,1000000,2147480279,-2147477405,-2986781,-5534041,2
7592,760,10821,1000000,2147475318,-2147481449,-25711,219717,2
7593,760,10822,1000000,2147469655,-2147481800,1018657,2445426,2
7594,760,10824,1000000,2147480651,-2147480493,-576694,-380915,2
7595,760,10825,1000000,2147473308,-2147482803,-1725812,-1309106,2
7596,760,10826,1000000,2147481024,-2147480269,-1108015,-2021140,2
7597,760,10827,1000000,2147478442,-2147480504,-598631,-585199,2
7598,760,10829,1000000,2147481231,-2147475262,1548647,2004537,2
7599,760,10831,1000000,2147479336,-2147477523,-647938,-1803267,2
7600,761,10832,1000000,2147483161,-2147483604,-894989,-1828732,2
7601,761,10833,1000000,2147467862,-2147481317,-1787353,-3985754,2
7602,761,10834,1000000,2147482639,-2147478152,1182864,3461730,2
7603,761,10835,1000000,2147481679,-2147483524,-1891669,-1710626,2
7604,761,10836,1000000,2147483574,-2147482416,-1472747,-643950,2
7605,761,10837,1000000,2147483524,-2147480828,-735350,-502042,2
7606,761,10839,1000000,2147473451,-2147482115,-931424,-37932,2
7607,761,10840,1000000,2147482677,-2147474721,-3407272,-4223437,2
7608,761,10841,1000000,2147478578,-2147481508,662473,432935,2
7609,761,10845,1000000,2147471823,-2147476334,-1174146,-3661102,2
7610,762,10846,1000000,2147475511,-2147477415,-1360121,-1187306,2
7611,762,10850,1000000,2147481753,-2147481664,1125899,2721047,2
7612,762,10851,1000000,2147479141,-2147476854,883398,1754145,2
7613,762,10852,1000000,2147483358,-2147480371,204132,522990,2
7614,762,10855,1000000,2147478575,-2147477298,-210863,-2330658,2
7615,762,10859,1000000,2147476755,-2147480873,-1510295,-1562819,2
7616,762,10860,1000000,2147481647,-2147483063,-675395,-1623561,2
7617,762,10861,1000000,2147475388,-2147480333,802203,-2615863,2
7618,762,10862,1000000,2147481192,-2147469994,1901253,2652453,2
7619,762,10864,1000000,2147482262,-2147482954,-1615360,-4767601,2
7620,763,10865,1000000,2147480777,-2147481102,-459102,392177,2
7621,763,10867,1000000,2147481507,-2147481002,1611016,2968740,2
7622,763,10868,1000000,2147480228,-2147478950,606436,716284,2
7623,763,10871,1000000,2147483267,-2147481176,1257332,-279566,2
7624,763,10872,1000000,2147481758,-2147481658,1564652,2215157,2
7625,763,10873,1000000,2147472759,-2147468558,-1054765,-1679675,2
7626,763,10874,1000000,2147481256,-2147480791,-1239334,-1893224,2
7627,763,10875,1000000,2147479422,-2147481370,-831891,-1396055,2
7628,763,10876,1000000,2147483268,-2147479649,-104821,549313,2
7629,763,10878,1000000,2147483561,-2147470879,1378494,416913,2
7630,764,10879,1000000,2147483380,-2147482098,-2001521,-4708341,2
7631,764,10880,1000000,2147474978,-2147477185,1263987,1960833,2
7632,764,10881,1000000,2147476439,-2147483301,-1523769,-2675969,2
7633,764,10885,1000000,2147476905,-2147483514,20430,146999,2
7634,764,10886,1000000,2147479448,-2147482310,-2235118,-3695916,2
7635,764,10888,1000000,2147481527,-2147482697,-12803,-2412251,2
7636,764,10889,1000000,2147481856,-2147478345,-166043,-1034109,2
7637,764,10891,1000000,2147481718,-2147480288,1383710,1896068,2
7638,764,10892,1000000,2147477827,-2147468385,-136598,2837259,2
7639,764,10894,1000000,2147480981,-2147474005,-1489417,-3242981,2
7640,765,10895,1000000,2147481824,-2147483363,-980600,-407126,2
7641,765,10896,1000000,2147473639,-2147475345,-843204,-1351634,2
7642,765,10898,1000000,2147478528,-2147478010,424211,1164580,2
7643,765,10899,1000000,2147475690,-2147480833,-1334779,-4449837,2
7644,765,10901,1000000,2147483230,-2147481717,953953,2362711,2
7645,765,10902,1000000,2147482639,-2147474343,-2395543,-3130772,2
7646,765,10903,1000000,2147483225,-2147481689,-1109751,-1021563,2
7647,765,10904,1000000,2147478659,-2147480093,803473,1227665,2
7648,765,10905,1000000,2147475746,-2147481457,1016697,1845831,2
7649,765,10907,1000000,2147469049,-2147479839,-824112,-1808398,2
7650,766,10909,1000000,2147474964,-2147476797,2084254,3017206,2
7651,766,10910,1000000,2147480312,-2147475534,2001358,3702651,2
7652,766,10913,1000000,2147483301,-2147478781,733831,2011770,2
7653,766,10914,1000000,2147476405,-2147483634,-594062,-911305,2
7654,766,10915,1000000,2147482194,-2147482260,727586,2064408,2
7655,766,10918,1000000,2147482909,-2147481145,994595,589677,2
7656,766,10919,1000000,2147477644,-2147479607,-207615,-2375600,2
7657,766,10920,1000000,2147478746,-2147476523,-1063317,-2954482,2
7658,766,10924,1000000,2147482960,-2147465456,515520,940649,2
7659,766,10926,1000000,2147474883,-2147480596,1667622,2670382,2
7660,767,10927,1000000,2147477314,-2147483423,-153762,417211,2
7661,767,10928,1000000,2147482949,-2147481540,-415354,-592762,2
7662,767,10929,1000000,2147473150,-2147482715,-1976738,-4742681,2
7663,767,10930,1000000,2147477495,-2147482965,1510338,3424353,2
7664,767,10932,1000000,2147479109,-2147481000,1684148,1156159,2
7665,767,10934,1000000,2147482862,-2147483097,1188656,1249270,2
7666,767,10935,1000000,2147480893,-2147481493,-1550804,-3521613,2
7667,767,10936,1000000,2147482828,-2147482844,304110,668006,2
7668,767,10939,1000000,2147473152,-2147477542,-1240595,-611482,2
7669,767,10943,1000000,2147480157,-2147477830,1123845,876644,2
7670,768,10944,1000000,2147475654,-2147481585,-379469,-2952622,2
7671,768,10945,1000000,2147477592,-2147464056,-1369687,598533,2
7672,768,10946,1000000,2147483531,-2147479955,-368350,-422628,2
7673,768,10947,1000000,2147479160,-2147483283,-527332,796583,2
7674,768,10948,1000000,2147482804,-2147477427,-91553,3239048,2
7675,768,10949,1000000,2147481170,-2147483008,713827,395316,2
7676,768,10950,1000000,2147478275,-2147481927,-199711,-475330,2
7677,768,10951,1000000,2147480050,-2147479946,830154,391203,2
7678,768,10952,1000000,2147481159,-2147483294,2031228,1606276,2
7679,768,10953,1000000,2147483306,-2147478384,-2787164,-5786730,2
7680,769,10954,1000000,2147483404,-2147472035,-560559,-3093038,2
7681,769,10955,1000000,2147477939,-2147482870,923327,1754304,2
7682,769,10958,1000000,2147472217,-2147477143,760428,467312,2
7683,769,10959,1000000,2147478185,-2147475532,231820,1706892,2
7684,769,10960,1000000,2147477723,-2147471524,-2986847,-3601502,2
7685,769,10961,1000000,2147479883,-2147478682,-70915,1139510,2
7686,769,10963,1000000,2147481926,-2147483241,1020162,682359,2
7687,769,10964,1000000,2147481973,-2147482294,485271,1380538,2
7688,769,10966,1000000,2147480971,-2147482251,-251382,-292123,2
7689,769,10967,1000000,2147475759,-2147483207,-1465221,-2269980,2
7690,770,10968,1000000,2147480939,-2147482416,-772413,-1858470,2
7691,770,10969,1000000,2147476579,-2147482164,126870,956560,2
7692,770,10971,1000000,2147476174,-2147479286,385578,1368841,2
7693,770,10972,1000000,2147483373,-2147464811,714081,1491970,2
7694,770,10973,1000000,2147482405,-2147479604,332707,2345572,2
7695,770,10974,1000000,2147482871,-2147479731,-1530749,-4559403,2
7696,770,10976,1000000,2147479241,-2147479072,-1953130,-2204271,2
7697,770,10977,1000000,2147482825,-2147481984,163347,1113580,2
7698,770,10980,1000000,2147476833,-2147482009,-405390,-1216057,2
7699,770,10981,1000000,2147483179,-2147482451,-329965,1399566,2
7700,771,10982,1000000,2147479544,-2147481186,1300429,2701629,2
7701,771,10984,1000000,2147480856,-2147482961,48714,1965310,2
7702,771,10987,1000000,2147472560,-2147482126,-884394,844655,2
7703,771,10988,1000000,2147480610,-2147472187,-629208,-3415040,2
7704,771,10989,1000000,2147480576,-2147450416,-1975829,-2373033,2
7705,771,10990,1000000,2147479583,-2147479360,-1741403,-3841033,2
7706,771,10991,1000000,2147471695,-2147478937,2998650,4212454,2
7707,771,10992,1000000,2147481775,-2147479799,161481,1433584,2
7708,771,10994,1000000,2147481783,-2147479012,2069543,3139002,2
7709,771,10995,1000000,2147483041,-2147476669,-750740,300973,2
7710,772,10996,1000000,2147474100,-2147483270,735716,1397759,2
7711,772,10997,1000000,2147479035,-2147475828,-631650,-2374990,2
7712,772,10999,1000000,2147482898,-2147482659,-459945,-2127031,2
7713,772,11000,1000000,2147483001,-2147482610,-1578783,-3023387,2
7714,772,11002,1000000,2147479255,-2147481765,1684706,2090444,2
7715,772,11003,1000000,2147480019,-2147480485,1349598,4238890,2
7716,772,11004,1000000,2147481403,-2147482539,-1361738,-1932028,2
7717,772,11005,1000000,2147481728,-2147482655,-866407,-6846,2
7718,772,11006,1000000,2147473605,-2147483182,1702020,1252334,2
7719,772,11010,1000000,2147483529,-2147482598,1245938,1090977,2
7720,773,11011,1000000,2147482992,-2147482977,-4140379,-6586808,2
7721,773,11015,1000000,2147483348,-2147477133,-3118493,-3331591,2
7722,773,11017,1000000,2147483131,-2147482369,2336200,4570375,2
7723,773,11018,1000000,2147481392,-2147480457,1547934,2201658,2
7724,773,11019,1000000,2147481193,-2147474891,-671124,-436687,2
7725,773,11020,1000000,2147477959,-2147481581,-1529731,-2531386,2
7726,773,11021,1000000,2147482889,-2147454093,122663,-625018,2
7727,773,11022,1000000,2147475461,-2147478300,213186,-2605039,2
7728,773,11023,1000000,2147481509,-2147479972,-784031,-1501720,2
7729,773,11024,1000000,2147480411,-2147480597,1348657,1350957,2
7730,774,11025,1000000,2147475782,-2147470365,14602,-885594,2
7731,774,11026,1000000,2147481625,-2147466094,-665357,-482490,2
7732,774,11027,1000000,2147482158,-2147476919,-804619,760711,2
7733,774,11028,1000000,2147483024,-2147473022,-1332895,530184,2
7734,774,11030,1000000,2147483489,-2147482109,317359,965276,2
7735,774,11031,1000000,2147482772,-2147475305,956617,360766,2
7736,774,11032,1000000,2147471595,-2147481200,1790859,-81902,2
7737,774,11033,1000000,2147480847,-2147476973,738461,2354949,2
7738,774,11034,1000000,2147477232,-2147481759,-160727,-6986,2
7739,774,11037,1000000,2147479331,-2147481922,-503895,80990,2
